GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,latitude,longitude,system:time_start,Version,PLOT_ID,LAIe_Miller_up,LAIe_Miller_up_err,LAI_Miller_up,LAI_Miller_up_err,clumping_Miller_up,clumping_Miller_up_err,LAIe_Warren_up,LAIe_Warren_up_err,LAI_Warren_up,LAI_Warren_up_err,clumping_Warren_up,clumping_Warren_up_err,LAIe_Miller_down,LAIe_Miller_down_err,LAI_Miller_down,LAI_Miller_down_err,clumping_Miller_down,clumping_Miller_down_err,LAIe_Warren_down,LAIe_Warren_down_err,LAI_Warren_down,LAI_Warren_down_err,clumping_Warren_down,clumping_Warren_down_err,up_flag,down_flag
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1433289600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.438,0.014,0.455,0.016,0.96,0.05,0.403,0.020,0.416,0.021,0.97,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1434499200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1.000,0.032,1.057,0.034,0.95,0.04,0.91,0.04,0.96,0.05,0.95,0.06,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1435708800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.556,0.018,0.571,0.018,0.97,0.04,0.473,0.022,0.484,0.023,0.98,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1437004800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.149,0.005,0.151,0.005,0.99,0.05,0.133,0.008,0.135,0.008,0.98,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1438128000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0225,0.0012,0.0227,0.0012,0.99,0.07,0.0184,0.0027,0.0188,0.0030,0.98,0.21,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1439424000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0272,0.0015,0.0274,0.0015,0.99,0.08,0.0253,0.0019,0.0254,0.0019,1.00,0.11,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1440547200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0115,0.0006,0.0115,0.0006,1.00,0.08,0.0134,0.0008,0.0134,0.0008,1.00,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1441756800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0163,0.0007,0.0163,0.0007,1.00,0.06,0.0156,0.0013,0.0156,0.0013,1.00,0.12,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1442966400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0172,0.0006,0.0173,0.0006,1.00,0.05,0.0228,0.0013,0.0229,0.0013,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1444176000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0881,0.0027,0.0884,0.0027,1.00,0.04,0.0712,0.0035,0.0716,0.0035,1.00,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1445299200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0267,0.0008,0.0268,0.0008,1.00,0.04,0.0211,0.0012,0.0212,0.0012,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1459900800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0581,0.0022,0.0584,0.0022,1.00,0.05,0.0489,0.0027,0.0491,0.0028,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1462320000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.148,0.005,0.151,0.006,0.98,0.05,0.118,0.006,0.119,0.006,0.98,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1463529600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.275,0.009,0.279,0.010,0.99,0.05,0.273,0.023,0.280,0.025,0.98,0.12,-999,2
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1464739200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.576,0.020,0.595,0.021,0.97,0.05,0.567,0.034,0.59,0.04,0.96,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1465948800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.082,0.009,0.085,0.010,0.96,0.16,0.061,0.016,0.064,0.017,0.96,0.35,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1467158400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0081,0.0007,0.0082,0.0007,1.00,0.12,0.0044,0.0011,0.0045,0.0011,0.99,0.35,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1468368000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0174,0.0011,0.0174,0.0011,1.00,0.09,0.0199,0.0019,0.0199,0.0019,1.00,0.13,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1469664000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0773,0.0033,0.0777,0.0033,1.00,0.06,0.052,0.005,0.052,0.005,0.99,0.13,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1471996800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0138,0.0005,0.0138,0.0005,1.00,0.06,0.0125,0.0009,0.0126,0.0009,1.00,0.10,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1473292800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0357,0.0012,0.0359,0.0012,1.00,0.05,0.0268,0.0016,0.0270,0.0016,0.99,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1474416000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.00710,0.00030,0.00711,0.00030,1.00,0.06,0.0084,0.0006,0.0084,0.0006,1.00,0.10,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1475625600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0206,0.0008,0.0207,0.0008,1.00,0.05,0.0244,0.0016,0.0245,0.0017,1.00,0.10,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1477008000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0133,0.0004,0.0133,0.0004,1.00,0.04,0.0166,0.0009,0.0166,0.0009,1.00,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1478044800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0170,0.0008,0.0171,0.0008,1.00,0.07,0.0201,0.0021,0.0202,0.0021,1.00,0.14,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1491955200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0337,0.0011,0.0338,0.0011,1.00,0.05,0.0408,0.0019,0.0410,0.0019,1.00,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1493164800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0214,0.0010,0.0215,0.0011,0.99,0.07,0.0265,0.0030,0.0271,0.0034,0.98,0.17,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1494374400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0679,0.0033,0.0694,0.0034,0.98,0.07,0.058,0.005,0.059,0.005,0.98,0.11,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1495670400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.131,0.006,0.136,0.007,0.97,0.07,0.127,0.009,0.130,0.010,0.97,0.10,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1496793600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.109,0.006,0.117,0.007,0.93,0.08,0.113,0.011,0.117,0.012,0.96,0.14,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1498003200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.186,0.007,0.192,0.007,0.97,0.05,0.197,0.012,0.202,0.012,0.97,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1499212800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.108,0.005,0.110,0.005,0.98,0.06,0.130,0.007,0.133,0.008,0.98,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1500422400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0786,0.0030,0.0794,0.0030,0.99,0.05,0.090,0.005,0.091,0.005,0.99,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1501632000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.1003,0.0035,0.1013,0.0035,0.99,0.05,0.113,0.006,0.115,0.006,0.99,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1502841600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.222,0.008,0.226,0.008,0.98,0.05,0.222,0.011,0.226,0.011,0.98,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1504051200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0545,0.0019,0.0547,0.0019,1.00,0.05,0.0572,0.0027,0.0575,0.0027,1.00,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1505260800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0447,0.0016,0.0448,0.0016,1.00,0.05,0.0500,0.0034,0.0503,0.0034,1.00,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1506470400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0382,0.0012,0.0383,0.0012,1.00,0.05,0.0300,0.0016,0.0301,0.0017,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1507680000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0695,0.0026,0.0697,0.0026,1.00,0.05,0.084,0.005,0.084,0.005,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1508889600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0547,0.0018,0.0548,0.0018,1.00,0.05,0.0696,0.0033,0.0699,0.0033,1.00,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1522195200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0231,0.0009,0.0232,0.0009,1.00,0.05,0.0295,0.0017,0.0296,0.0017,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1523404800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0450,0.0014,0.0451,0.0014,1.00,0.04,0.0535,0.0031,0.0539,0.0032,0.99,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1524614400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0593,0.0018,0.0594,0.0018,1.00,0.04,0.0682,0.0031,0.0685,0.0031,1.00,0.06,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1525737600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0539,0.0028,0.0546,0.0029,0.99,0.07,0.047,0.006,0.047,0.006,0.98,0.17,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1527033600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.407,0.016,0.421,0.017,0.97,0.06,0.411,0.032,0.428,0.033,0.96,0.11,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1528243200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.323,0.011,0.333,0.011,0.97,0.05,0.340,0.020,0.352,0.021,0.97,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1529539200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.127,0.005,0.128,0.005,0.99,0.05,0.113,0.008,0.115,0.008,0.98,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1530576000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0355,0.0013,0.0357,0.0013,0.99,0.05,0.0417,0.0021,0.0420,0.0022,0.99,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1531872000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0255,0.0009,0.0257,0.0009,1.00,0.05,0.0327,0.0020,0.0329,0.0020,0.99,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1533081600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0205,0.0008,0.0205,0.0008,1.00,0.06,0.0278,0.0018,0.0279,0.0018,1.00,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1534291200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0135,0.0005,0.0135,0.0005,1.00,0.05,0.0180,0.0010,0.0181,0.0010,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1535500800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0278,0.0009,0.0279,0.0009,1.00,0.05,0.0333,0.0019,0.0334,0.0019,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1536710400000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0452,0.0012,0.0453,0.0012,1.00,0.04,0.0561,0.0023,0.0563,0.0023,1.00,0.06,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1537920000000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.00321,0.00025,0.00321,0.00025,1.00,0.11,0.0029,0.0004,0.0029,0.0004,1.00,0.21,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1539129600000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0065,0.0006,0.0065,0.0006,1.00,0.12,0.0077,0.0012,0.0078,0.0012,1.00,0.22,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1540339200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0127,0.0004,0.0128,0.0004,1.00,0.05,0.0171,0.0011,0.0172,0.0011,1.00,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1553608440000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0285,0.0010,0.0286,0.0010,1.00,0.05,0.0388,0.0021,0.0389,0.0021,1.00,0.08,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1554805500000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0258,0.0010,0.0258,0.0010,1.00,0.06,0.0366,0.0024,0.0368,0.0025,0.99,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1556100720000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0166,0.0008,0.0167,0.0008,1.00,0.07,0.0214,0.0016,0.0215,0.0017,1.00,0.11,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1558516200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.130,0.005,0.132,0.005,0.99,0.05,0.125,0.008,0.128,0.009,0.98,0.10,-999,4
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1559731200000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.305,0.011,0.315,0.012,0.97,0.05,0.298,0.015,0.306,0.015,0.97,0.07,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1560942240000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.484,0.020,0.511,0.022,0.95,0.06,0.514,0.032,0.540,0.035,0.95,0.09,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1562168520000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.548,0.018,0.570,0.018,0.96,0.04,0.546,0.024,0.569,0.025,0.96,0.06,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1563364260000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.150,0.007,0.153,0.007,0.98,0.06,0.160,0.011,0.164,0.011,0.98,0.10,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1564672560000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0098,0.0008,0.0099,0.0008,1.00,0.11,0.0150,0.0018,0.0151,0.0019,0.99,0.17,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1565793900000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0069,0.0005,0.0070,0.0005,1.00,0.09,0.0089,0.0012,0.0090,0.0013,1.00,0.20,-999,0
GBOV_RM7_342,CentralPlainsExperimentalRange,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,1648,Grasslands,40.81555,-104.74566,1567006800000.0,2.0,CPER_046,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.0178,0.0007,0.0178,0.0007,1.00,0.05,0.0237,0.0015,0.0237,0.0015,1.00,0.09,-999,0
